0,1,2,3,4
0.20601885336771275,2.9349552243947983,0.0,6.622738308376736e-09,90.0
0.17485146540537144,2.8247031569480896,0.0,7.947285970052083e-09,15.0
3.8029564883856892e-06,3.2224021553993225,0.0,0.0015174110730489096,15.0
0.08412163275614049,0.10487054288387299,0.0,0.01568604465983357,15.0
0.1354296686066654,3.4583671540021896,0.0,1.0331471761067709e-07,15.0
0.20601885336771275,2.9349552243947983,0.0,6.622738308376736e-09,90.0
0.2207834007157352,2.242463394999504,0.0,2.5033950805664064e-07,15.0
0.08412163275614049,0.10487054288387299,0.0,0.01568604465983357,15.0
0.00026671904459263374,2.886760339140892,0.0,0.0027281145254770913,60.0
0.17289756554498936,0.23676329851150513,0.0,0.01080222008954508,30.0
0.020968067826178327,1.0594277381896973,0.0,0.005737903498918046,30.0
0.1562602998627689,0.32062484323978424,0.0,0.010247644566804399,30.0
0.2170704485787418,1.657869666814804,0.0,1.9205941094292535e-07,45.0
0.14313762205972935,1.4352756887674332,0.0,7.251898447672526e-07,60.0
0.004312741936590925,2.3554362803697586,0.0,0.004007555378807916,45.0
0.1728560807122257,2.4126287549734116,0.0,3.516674041748047e-07,30.0
0.020968067826178327,1.0594277381896973,0.0,0.005737903498918046,30.0
0.18085639494791295,0.7351982444524765,0.0,1.241763432820638e-05,15.0
0.030520248593237653,0.3176046907901764,0.0,0.012112619048973379,15.0
0.12040411251917149,0.42965398728847504,0.0,0.003387272357940674,15.0
0.10535894650354649,0.43256039917469025,0.0,0.002130524317423503,15.0
0.046968686760809675,0.29010894894599915,0.0,0.01320918159347818,15.0
0.1911169769181278,0.6771664768457413,0.0,1.25885009765625e-05,15.0
0.03181366938486363,0.31265491247177124,0.0,0.012198847101748445,15.0
0.17790614384546544,1.1867102682590485,0.0,4.132588704427083e-06,15.0
0.04813139456644322,0.2022021859884262,0.0,0.013286695447187084,15.0
0.17750387209787633,1.377254232764244,0.0,3.178914388020833e-07,15.0
0.05881612318887974,0.16797740757465363,0.0,0.013999010688682851,15.0
0.19109891671076085,0.677412822842598,0.0,1.092354456583659e-05,15.0
0.18095086830988194,0.7347036600112915,0.0,6.1194101969401044e-06,15.0
0.06625853794946934,0.153522789478302,0.0,0.014495171672722159,15.0
0.13538478630914952,3.302556201815605,0.0,2.662340799967448e-07,15.0
0.05881612318887974,0.16797740757465363,0.0,0.013999010688682851,15.0
0.12589149493112828,1.5065634101629257,0.0,5.507469177246094e-06,60.0
0.0704717518700626,0.13702203333377838,0.0,0.014776052600761709,15.0
0.135458696068671,3.1561564803123474,0.0,3.0994415283203126e-07,15.0
0.1493691684617069,0.3212691694498062,0.0,0.005314358075459798,15.0
0.07844899910822178,0.11799004673957825,0.0,0.015307869083305654,15.0
6.629210576747369e-05,3.046111077070236,0.0,0.00152204434076945,15.0
0.08230345267191197,0.1058521568775177,0.0,0.015564832654218335,15.0
0.006837058247473493,2.2101878076791763,0.0,0.00046472549438476564,15.0
0.1623105289353397,0.2780863046646118,0.0,0.010449318869223425,30.0
0.14232026356592442,1.4416854977607727,0.0,1.434783140818278e-05,60.0
0.135458696068671,3.1561564803123474,0.0,3.0994415283203126e-07,15.0
0.1623105289353397,0.2780863046646118,0.0,0.010449318869223425,30.0
0.08578484076395299,0.4792574495077133,0.0,0.0005187590916951498,15.0
0.1552888037575748,0.32733452320098877,0.0,0.004866548379262288,15.0
0.03242127913370396,2.128450185060501,0.0,0.00011755625406901042,15.0
0.16656862515344883,0.26320594549179077,0.0,0.010591255409827062,30.0
0.0941916586770084,0.448744535446167,0.0,0.0011117060979207356,15.0
0.09107964056864049,0.4538223445415497,0.0,0.000904238224029541,15.0
0.06625853794946934,0.153522789478302,0.0,0.014495171672722159,15.0
